service Level,Mean Cost($) Per Hour,Total Cost($),P75 E2E Latency(s),P90 E2E Latency(s),P99 E2E Latency(s)
1,35.945521990554106,35.946393283231416,0.1930824842825131,0.2676419821350464,2.3982104056619846
3,44.37799015836825,44.379065847792624,0.126432835892956,0.1697155981782998,0.7255823131654324
2,39.678296419690376,39.67925819203931,0.1529917015143382,0.2048894432150518,3.008485392745115
