service Level,Mean Cost($) Per Hour,Total Cost($),P75 E2E Latency(s),P90 E2E Latency(s),P99 E2E Latency(s)
1,35.51283967170195,35.51370047648215,0.2047747677668212,0.3327371320590373,6.104621310402081
